,year,make,model,trim,vin,odometer,grade,price,province,claim,estimate,history_report,glass_record,repair,previous_repair,accident_repair,additional_repair,rebuild,total_disclosure_amount
2100,2020,bmw,x4,other,5YMUJ0C06L9C24121,"62,661",0.0,"$48,250",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,2025,mercedes benz,c class,other,W1KAF4HB6SR272668,"9,059",0.0,"$51,750",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,2020,audi,q5,progressiv,WA1ENAFY3L2045530,"62,284",0.0,"$25,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2103,2018,land,rover,other,SALCT2SXXJH755436,"77,519",0.0,"$5,100",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,2024,land,rover,other,SALEJ7EX5R2270773,"35,240",0.0,"$55,250",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2105,2018,land,rover,other,SALWR2RK8JA194894,"229,474",0.0,"$6,300",montreal,0.0,15424.59,15424.59,0.0,0.0,0.0,0.0,0.0,0.0,15424.59
2106,2022,mercedes benz,glc,other,W1N0G8EB8NV329391,"83,881",0.0,"$29,800",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2107,2021,jaguar,f pace,svr,SADCZ2EE5MA681120,"99,598",0.0,"$37,600",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,2021,land,rover,other,SALWG2RK0MA777146,"89,894",0.0,"$34,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2109,2018,land,rover,other,SALYM2RV7JA706792,"123,189",0.0,"$23,800",montreal,0.0,3883.85,3883.85,0.0,0.0,0.0,0.0,0.0,0.0,3883.85
2110,2020,porsche,macan,other,WP1AA2A56LLB07126,"44,606",0.0,"$39,300",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2111,2021,jaguar,f pace,s,SADCJ2EX8MA682304,"117,621",0.0,"$21,800",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,2017,bmw,4,other,WBA4E5C51HG188891,"191,330",1.9,"$11,300",montreal,0.0,16916.27,16916.27,0.0,0.0,0.0,0.0,0.0,0.0,16916.27
2113,2021,cadillac,xt5,sport,1GYKNGRSXMZ100478,"86,587",0.0,"$30,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,2021,mercedes benz,gle,other,4JGFB5KB3MA406530,"93,082",0.0,"$39,600",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2115,2018,mercedes benz,glc,amg,WDC0G6EB9JV019976,"148,089",0.0,"$20,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,2015,mercedes benz,gl class,bluetec,4JGDF2EE5FA562510,"211,135",0.0,"$11,200",montreal,0.0,27431.51,27431.51,0.0,0.0,0.0,0.0,0.0,0.0,27431.51
2117,2018,bmw,7,other,WBA7B0C53JG527309,"123,387",0.0,"$17,300",montreal,4345.0,0.0,4345.0,0.0,0.0,0.0,4.0,0.0,0.0,4349.0
2118,2012,mercedes benz,cls class,amg,WDDLJ7EB5CA022142,"171,774",0.0,"$10,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2119,2022,land,rover,other,SALWZ2REXNA220833,"37,459",0.0,"$80,250",montreal,0.0,8386.6,8386.6,0.0,0.0,0.0,0.0,0.0,0.0,8386.6
2120,2014,land,rover,other,SALVT2BG6EH893490,"139,893",0.0,"$8,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,2005,chevrolet,corvette,other,1G1YY24U055111705,"66,727",0.0,"$24,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,2018,bmw,x5,xdrive35i,5UXKR0C54JL072727,"124,641",0.0,"$17,400",montreal,7317.0,0.0,7317.0,0.0,0.0,0.0,0.0,0.0,0.0,7317.0
2123,2021,porsche,macan,s,WP1AB2A54MLB36574,"66,374",0.0,"$39,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,2016,porsche,macan,s,WP1AB2A52GLB43513,"130,406",0.0,"$13,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2125,2021,jaguar,f type,other,SAJDD1GX5MCK73570,"34,573",3.5,"$43,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126,2022,land,rover,other,SALGS2SE5NA472458,"98,854",3.5,"$40,000",montreal,0.0,27696.78,27696.78,0.0,0.0,0.0,0.0,0.0,0.0,27696.78
2127,2024,mitsubishi,rvr,es,JA4AJUAU7RU603523,"19,026",4.4,"$21,600",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,2024,volvo,xc90,plus,YV4062PE3R1151480,"56,429",4.4,"$47,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,2024,volvo,xc40,plus,YV4L12UE5R2227355,"38,079",3.9,"$34,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2130,2022,volvo,xc90,inscription,YV4BR0CLXN1804325,"76,450",2.6,"$39,700",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2131,2021,polestar,2,other,LPSED3KA7ML009387,"26,664",4.3,"$29,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132,2022,polestar,2,other,LPSED3KA6NL078976,"119,896",3.2,"$24,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,2022,polestar,2,other,LPSED3KA2NL069997,"95,956",4.5,"$26,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2134,2024,polestar,2,other,YSMFD3KA6RL246976,"23,496",4.6,"$39,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,2024,polestar,2,other,YSMFD3KA6RL240868,"23,680",4.3,"$38,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136,2024,polestar,2,other,YSMFD3KA8RL217236,"15,332",4.5,"$39,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2137,2024,polestar,2,other,YSMFD3KA4RL246295,"12,692",3.9,"$38,800",montreal,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0
2138,2022,ford,f 150,xlt,1FTFW1ED4NFB24335,"139,942",0.0,"$28,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139,2024,chevrolet,corvette,other,1G1YB3D46R5129218,"24,525",0.0,"$96,100",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,2020,gmc,sierra,other,1GTP9EEL3LZ335452,"113,365",0.0,"$42,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,2021,ford,bronco,base,1FMEE5DP7MLA75256,"50,526",0.0,"$40,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,2025,ford,bronco,other,1FMEE9BP0SLA41778,"8,973",0.0,"$64,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2143,2023,mercedes benz,glc,amg,W1N0J6EB9PG136972,"75,738",0.0,"$52,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2144,2025,gmc,sierra,other,3GTUUCED9SG326963,"35,464",0.0,"$50,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,2021,audi,q5,progressiv,WA1EAAFYXM2089103,"116,272",0.0,"$23,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,2022,bmw,x3,xdrive30i,5UX53DP03N9J29345,"53,047",0.0,"$41,100",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2147,2022,bmw,x5,xdrive40i,5UXCR6C03N9M44847,"66,277",0.0,"$45,600",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,2025,bmw,x5,xdrive40i,5UX23EU01S9X11209,"22,365",0.0,"$79,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,2022,bmw,3,other,WBA5P9C01NFM67043,"43,116",0.0,"$26,700",montreal,0.0,15591.74,15591.74,0.0,0.0,0.0,0.0,0.0,0.0,15591.74
2150,2013,audi,a7,premium,WAU3GCFC3DN143137,"234,428",0.0,"$5,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,2023,bmw,3,other,3MW89FF01P8C98705,"63,036",0.0,"$40,900",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,2016,infiniti,qx70,sport,JN8CS1MW9GM750399,"115,842",0.0,"$9,100",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,2019,bmw,x5,xdrive40i,5UXCR6C53KLK84544,"132,129",0.0,"$33,700",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,2023,chevrolet,trailblazer,rs,KL79MUSL6PB174628,"58,300",0.0,"$22,900",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2155,2023,acura,rdx,a spec,5J8TC2H81PL803999,"30,105",0.0,"$48,800",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2156,2024,jeep,wrangler,rubicon,1C4RJXR61RW157406,"29,033",0.0,"$47,900",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,2025,toyota,prius,other,JTDADABU9S3029688,"13,809",0.0,"$36,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,2024,kia,seltos,ex,KNDEU2AA6R7561109,"52,850",0.0,"$21,800",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,2024,mazda,cx 50,gt,7MMVABDY7RN182231,"42,667",0.0,"$38,600",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,2020,volvo,xc60,inscription,LYVA22RL3LB536911,"56,709",0.0,"$30,300",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2161,2020,volvo,xc60,momentum,LYVA22RK8LB536748,"70,040",0.0,"$25,300",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,2021,cadillac,escalade,premium,1GYS4CKL0MR379521,"118,615",0.0,"$65,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,2018,gmc,acadia,denali,1GKKNXLSXJZ163398,"97,263",0.0,"$23,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2164,2025,mini,countryman,se,WMZ53GA02S7R53288,"20,539",0.0,"$38,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,2022,kia,carnival,sx,KNDNE5H36N6089824,"170,374",0.0,"$19,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2166,2023,chevrolet,bolt,other,1G1FY6S01P4108559,"104,873",0.0,"$18,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167,2025,hyundai,ioniq,other,KMHM34AA8SA093477,"34,039",4.5,"$36,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,2021,audi,q3,other,WA1EECF37M1062077,"58,628",4.6,"$23,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,2023,kia,sportage,ex,KNDPUCAF9P7211805,"50,665",4.4,"$27,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2170,2024,subaru,solterra,other,JTMABABA8RA064577,"12,914",4.8,"$27,900",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,2006,subaru,forester,sport,JF1SG65616H735834,"169,450",1.3,$500,montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,2022,honda,cr v,other,2HKRW2H4XNH221611,"95,234",4.1,"$25,900",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,2016,hyundai,santa,other,KM8SNDHF4GU132560,"205,877",2.0,"$5,600",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,2015,porsche,cayenne,s,WP1AB2A28FLA58664,"166,044",3.6,"$13,300",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,2016,bmw,4,other,WBA3N9C57GK251068,"128,655",4.0,"$10,300",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,2021,ram,1500,sport,1C6SRFTT9MN537134,"147,943",3.0,"$24,700",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177,2023,tesla,model,other,LRW3E1FA2PC845166,"68,099",4.4,"$27,800",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2178,2022,tesla,model,other,5YJ3E1EA4NF165855,"66,904",4.0,"$24,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,2022,tesla,model,other,5YJ3E1EA5NF153567,"39,683",2.6,"$26,800",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,2021,tesla,model,other,5YJ3E1EA0MF918814,"196,372",2.7,"$12,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2181,2020,tesla,model,other,5YJ3E1EA8LF780115,"115,621",2.6,"$15,700",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,2022,tesla,model,other,7SAYGDEE9NF395222,"110,014",2.7,"$26,700",montreal,11079.0,0.0,11079.0,0.0,0.0,0.0,0.0,0.0,0.0,11079.0
2183,2021,tesla,model,other,5YJ3E1EA0MF047039,"101,401",2.4,"$18,300",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,2023,mazda,mazda3,sport,JM1BPBMM0P1622261,"15,379",4.7,"$26,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,2024,chevrolet,corvette,other,1G1YM3D4XR5200060,"8,074",4.7,"$152,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,2019,gmc,sierra,other,1GTP9EED0KZ410096,"77,313",4.7,"$39,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,2024,gmc,sierra,other,1GT19XEY5RF300418,"50,611",4.7,"$98,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,2023,gmc,sierra,other,1GT19PEY2PF145341,"71,791",4.7,"$72,900",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,2024,volkswagen,tiguan,highline,3VV4B7AX0RM019272,"52,830",4.7,"$32,300",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,2022,tesla,model,other,5YJ3E1EA0NF169093,"94,882",4.7,"$23,300",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2191,2019,tesla,model,other,5YJ3E1EB2KF393793,"144,721",4.7,"$16,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2192,2021,tesla,model,other,5YJYGDEE5MF184191,"165,171",4.7,"$23,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,2020,honda,accord,touring,1HGCV2F95LA800454,"41,493",4.7,"$29,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2194,2022,tesla,model,other,5YJ3E1EA6NF166912,"153,194",3.3,"$18,000",montreal,0.0,4845.3,4845.3,0.0,0.0,0.0,0.0,0.0,0.0,4845.3
2195,2016,kia,sorento,lx,5XYPGDA1XGG125889,"158,543",4.7,"$5,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196,2024,toyota,camry,hybrid xse,4T1K31AK7RU061093,"33,424",4.7,"$39,600",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2197,2019,volkswagen,jetta,comfortline,3VWC57BU3KM047513,"160,232",4.7,"$9,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,2024,vinfast,vf,other,RLLV1AFA7RH005550,"21,787",4.7,"$26,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,2019,volkswagen,beetle,other,3VW5DAAT4KM502483,"94,855",4.7,"$21,250",montreal,3093.03,0.0,3093.03,0.0,0.0,0.0,0.0,0.0,0.0,3093.03
2200,2016,evergreen,layton,other,5ZWTYUS25G4005615,1,4.7,"$8,300",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,2022,dodge,charger,srt,2C3CDXL93NH116871,"26,660",4.6,"$93,750",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,2020,porsche,macan,other,WP1AA2A51LLB06417,"136,859",2.5,"$24,750",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,2018,bmw,3,other,WBA8D9G5XJNU69563,"143,793",2.1,"$10,000",montreal,0.0,14409.84,14409.84,0.0,0.0,0.0,0.0,0.0,0.0,14409.84
2204,2024,bmw,2,other,WBA73AK05R7P08562,"45,956",2.8,"$29,250",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,2022,kia,telluride,ex,5XYP3DHC6NG231773,"128,887",2.2,"$23,400",montreal,0.0,7690.96,7690.96,0.0,0.0,0.0,0.0,0.0,0.0,7690.96
2206,2025,kia,k4,lx,3KPFT4DE4SE042647,"4,298",3.1,"$21,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,2025,chevrolet,equinox,other,3GN7DSRP0SS187564,"14,182",4.3,"$34,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,2019,nissan,rogue,sv,5N1AT2MV2KC708275,"142,143",1.5,"$8,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,2016,chevrolet,traverse,ls,1GNKVFKD6GJ219974,"181,041",2.5,"$2,500",montreal,3900.0,3861.96,7761.96,0.0,0.0,0.0,0.0,0.0,0.0,7761.96
2210,2019,ram,1500,express,1C6RR7KT4KS649201,"199,905",2.7,"$15,000",montreal,0.0,8042.77,7413.27,0.0,0.0,0.0,0.0,0.0,0.0,8042.77
2211,2023,ford,f 150,xlt,1FTVW1EL1PWG14995,"67,792",3.9,"$40,000",montreal,0.0,21398.66,21398.66,0.0,0.0,0.0,0.0,0.0,0.0,21398.66
2212,2023,toyota,rav4,hybrid limited,2T3DWRFV7PW152659,"81,680",4.6,"$40,250",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,2022,kia,sorento,sx,5XYRKDLFXNG107714,"96,635",2.4,"$21,500",montreal,0.0,26890.77,26890.77,0.0,0.0,0.0,0.0,0.0,0.0,26890.77
2214,2024,gmc,sierra,other,3GTUUGEL9RG399162,"33,957",4.5,"$62,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2215,2025,jeep,compass,limited,3C4NJDCN6ST537768,"5,504",5.0,"$36,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2216,2017,nissan,sentra,sv,3N1AB7AP3HL675393,"227,006",2.0,$400,montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2217,2020,ram,1500,big horn,1C6RRFBG8LN100243,"94,095",2.5,"$23,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2218,2019,mercedes benz,cla,other,WDDSJ4GB3KN700689,"103,708",1.7,"$11,000",montreal,25379.0,0.0,25379.0,0.0,0.0,0.0,0.0,0.0,0.0,25379.0
2219,2021,ram,1500,express,3C6RR7KG4MG569913,"132,705",2.0,"$19,100",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2220,2019,infiniti,qx50,essential,3PCAJ5M39KF117115,"144,242",2.0,"$11,600",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2221,2019,ford,edge,se,2FMPK4G99KBB10904,"176,948",2.1,"$6,900",montreal,0.0,7375.860000000001,7375.860000000001,0.0,0.0,0.0,0.0,0.0,0.0,7375.860000000001
2222,2018,ford,ecosport,se,MAJ6P1UL3JC245946,"70,956",1.5,"$5,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,2020,hyundai,elantra,preferred,KMHH35LE3LU125260,"128,941",2.5,"$8,600",montreal,0.0,8263.56,8263.56,0.0,0.0,0.0,0.0,0.0,0.0,8263.56
2224,2024,gmc,sierra,other,3GTPUCEK0RG347299,"92,420",3.3,"$36,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2225,2020,nissan,sentra,sv,3N1AB8CV8LY302203,"97,305",3.3,"$9,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2226,2020,honda,civic,lx,2HGFC2F51LH002504,"77,232",3.2,"$16,100",montreal,27299.0,0.0,27299.0,0.0,0.0,0.0,0.0,0.0,0.0,27299.0
2227,2019,alfa,romeo,other,ZASPAKEV3K7C60616,"67,035",3.4,"$30,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,2020,tesla,model,other,5YJYGDEF5LF029177,"185,871",3.5,"$16,000",montreal,860.0,30662.94,31522.94,0.0,0.0,0.0,0.0,0.0,0.0,31522.94
2229,2024,toyota,rav4,other,JTMGB3FV3RD212989,"56,585",2.5,"$46,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,2023,mazda,mx 30,other,JM1DRADB1P0200307,"27,794",3.4,"$15,500",montreal,13736.0,0.0,13736.0,0.0,0.0,0.0,0.0,0.0,0.0,13736.0
2231,2018,tesla,model,other,5YJSA1E24JF276514,"131,040",4.7,"$20,000",montreal,0.0,4218.29,4218.29,0.0,0.0,0.0,0.0,0.0,0.0,4218.29
2232,2021,ford,mustang,other,3FMTK3SU7MMA66780,"116,394",4.7,"$23,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,2023,tesla,model,other,LRW3E1FA2PC891757,"99,713",2.6,"$23,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,2024,volkswagen,taos,comfortline,3VVSX7B26RM094358,"58,654",4.7,"$20,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,2022,volkswagen,jetta,trendline,3VWCM7BU6NM011709,"57,167",4.7,"$19,100",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,2018,volkswagen,tiguan,se,3VV2B7AX0JM198392,"143,913",4.7,"$11,100",montreal,0.0,7431.51,7431.51,0.0,0.0,0.0,0.0,0.0,0.0,7431.51
2237,2025,volkswagen,jetta,comfortline,3VWEX7BU7SM043967,"38,484",4.7,"$22,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,2022,volkswagen,atlas,highline,1V2BE2CA9NC218761,"84,884",4.7,"$25,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2239,2023,toyota,venza,limited,JTEAAAAH3PJ149367,"39,834",0.0,"$43,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240,2023,kia,seltos,ex,KNDEUCAA5P7353886,"97,853",0.0,"$19,200",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2241,2025,mitsubishi,outlander,le,JA4T5VA97SZ603738,"13,846",0.0,"$39,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,2023,toyota,bz4x,l,JTMAAAAA8PA000234,"68,859",0.0,"$21,500",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2243,2017,honda,civic,ex,2HGFC2F82HH008216,"57,903",0.0,"$14,900",montreal,0.0,2410.57,2410.57,0.0,0.0,0.0,0.0,0.0,0.0,2410.57
2244,2017,mazda,cx 5,gt,JM3KFBDL3H0183761,"194,459",0.0,"$11,600",montreal,0.0,9780.77,9780.77,0.0,0.0,0.0,0.0,0.0,0.0,9780.77
2245,2018,honda,civic,lx,2HGFC2F5XJH033893,"137,911",0.0,"$13,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2246,2019,nissan,rogue,sv,5N1AT2MVXKC763251,"127,446",0.0,"$13,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247,2016,mazda,cx 5,gt,JM3KE4DY2G0866821,"122,223",0.0,"$12,900",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2248,2021,gmc,terrain,sle,3GKALTEV3ML392101,"134,482",0.0,"$12,600",montreal,0.0,11484.45,11484.45,0.0,0.0,0.0,0.0,0.0,0.0,11484.45
2249,2023,chevrolet,trailblazer,rs,KL79MUSLXPB045839,"28,719",0.0,"$24,600",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250,2019,bmw,4,other,WBA4W5C56KAE49443,"60,860",0.0,"$22,400",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,2021,audi,rs,other,WUAPCAF27MN908249,"58,536",0.0,"$84,750",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,2025,land,rover,other,SALKP9FU3SA287150,"23,687",0.0,"$145,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,2024,lamborghini,urus,other,ZPBCB3ZL1RLA29601,"16,716",0.0,"$308,000",montreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,2021,gmc,sierra,other,3GTU9CED6MG167968,"109,810",0.0,"$28,500",montreal,0.0,13701.76,13701.76,0.0,0.0,0.0,0.0,0.0,0.0,13701.76
