,year,make,model,trim,vin,odometer,grade,price,province,claim,estimate,history_report,glass_record,repair,previous_repair,accident_repair,additional_repair,rebuild,total_disclosure_amount
916,2022,audi,q5,technik,WA1FAAFY5N2095283,"68,831",2.7,"$28,300",Oattwa,0.0,0.0,0.0,4462.0,0.0,0.0,0.0,0.0,0.0,4462.0
917,2022,audi,q7,komfort,WA1BXBF7XND013465,"108,465",2.7,"$29,100",Oattwa,3372.0,0.0,3372.0,0.0,0.0,0.0,0.0,0.0,0.0,3372.0
918,2021,audi,a4,komfort,WAUAAAF40MN014018,"95,677",2.7,"$21,100",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,2023,bmw,4,other,WBA73AP01PCM60887,"47,496",2.7,"$38,300",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,2022,bmw,x3,x3 xdrive30e,5UX63DP00N9M07736,"40,875",2.7,"$34,250",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,2024,kia,ev6,land,KNDC4DLC4R5621532,"14,887",2.7,"$38,250",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,2025,volkswagen,taos,comfortline,3VV2C7B23SM073002,"17,518",2.7,"$29,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
923,2022,mercedes benz,gle,other,4JGFB4KB5NA646920,"63,259",2.7,"$46,750",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
924,2017,bentley,bentayga,other,SJAAC2ZV6HC013949,"61,619",2.7,"$80,750",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
925,2026,ford,super,other,1FT8W4DM4TED19088,"12,076",2.7,"$131,800",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926,2025,ford,super,other,1FT8W2BM6SEC68666,"49,854",2.7,"$97,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
927,2024,chevrolet,suburban,high country,1GNSKGKT6RR269915,"46,774",2.7,"$88,250",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928,2024,ford,super,other,1FT7W2BT6RED06071,"49,728",2.7,"$98,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
929,2021,gmc,sierra,other,1GTU9EET8MZ186279,"70,024",2.7,"$50,000",Oattwa,0.0,2438.76,2438.76,0.0,0.0,0.0,0.0,0.0,0.0,2438.76
930,2024,ford,super,other,1FT7W2BT6REE15968,"63,949",2.7,"$69,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
931,2026,gmc,sierra,other,1GT4UZEY6TF166632,"9,615",2.7,"$110,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
932,2025,ford,f 150,other,1FTFW3L81SFA40535,"16,029",2.7,"$58,800",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933,2022,ford,super,other,1FT7W2BN5NEE47046,"63,574",2.7,"$46,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,2023,ford,f 150,other,1FTFW1RG4PFD31394,"27,333",2.7,"$94,250",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935,2024,ford,super,other,1FT8W4DT6REF33242,"34,305",2.7,"$108,800",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
936,2021,chevrolet,silverado,other,1GCUYBEF4MZ222254,"79,746",2.7,"$30,100",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,2025,gmc,sierra,other,1GTUUEE8XSZ216955,"17,604",2.7,"$72,700",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,2025,ford,mustang,other,1FA6P8CF7S5406356,"6,330",2.7,"$58,750",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
939,2022,ford,f 150,other,1FTFW1E51NFBC8055,"75,113",2.7,"$51,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,2022,chevrolet,trailblazer,lt,KL79MRSL1NB048722,"106,336",2.7,"$15,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,2023,gmc,terrain,denali,3GKALXEG8PL268581,"36,653",2.7,"$28,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,2023,ford,f 150,other,1FTFW1E82PFC16663,"96,443",2.7,"$35,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,2023,ford,bronco,other,1FMDE5BH0PLB27886,"47,921",2.7,"$38,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
944,2018,ford,f 150,other,1FTEW1EG3JFC34129,"237,125",2.7,"$15,300",Oattwa,1235.0,1963.09,3198.09,396.0,0.0,0.0,0.0,0.0,0.0,3594.09
945,2021,volkswagen,tiguan,comfortline,3VV2B7AX7MM081641,"96,233",2.7,"$17,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,2021,volkswagen,tiguan,comfortline,3VV2B7AX2MM014428,"89,054",2.7,"$17,900",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
947,2022,volkswagen,tiguan,comfortline,3VV2B7AX8NM020896,"91,330",2.7,"$20,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,2024,lexus,nx,nx,JTJHKCFZ1R2026108,"65,226",2.7,"$43,000",Oattwa,0.0,15340.25,15340.25,0.0,0.0,0.0,0.0,0.0,0.0,15340.25
949,2024,toyota,corolla,se,5YFB4MBE7RP174745,"57,063",2.7,"$21,000",Oattwa,21379.0,0.0,21379.0,0.0,0.0,0.0,0.0,0.0,0.0,21379.0
950,2024,ford,super,other,1FT7W2BN0RED35843,"68,019",2.7,"$54,250",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951,2024,chevrolet,silverado,other,3GCNDAED5RG331404,"61,818",3.2,"$42,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
952,2023,kia,telluride,x line,5XYP5DGC7PG384290,"49,310",4.2,"$40,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,2018,maserati,quattroporte,other,ZAM56YRL6J1281552,"79,009",2.0,"$14,250",Oattwa,3757.0,0.0,3757.0,0.0,0.0,0.0,0.0,0.0,0.0,3757.0
954,2011,hyundai,santa,other,5XYZGDAB3BG033047,"162,366",2.0,"$1,900",Oattwa,0.0,0.0,0.0,1460.0,0.0,0.0,0.0,0.0,0.0,1460.0
955,2019,honda,accord,touring,1HGCV1F95KA801533,"106,291",2.6,"$17,400",Oattwa,1672.0,0.0,1672.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.0
956,2022,lexus,rx,rx,2T2JGMDA6NC072338,"56,317",4.1,"$39,300",Oattwa,12339.0,0.0,12339.0,0.0,0.0,0.0,0.0,0.0,0.0,12339.0
957,2020,jeep,grand,other,1C4RJFAG1LC158997,"35,499",2.4,"$25,800",Oattwa,25304.0,0.0,25304.0,0.0,0.0,0.0,0.0,0.0,0.0,25304.0
958,2015,audi,a4,premium,WA1TFCFL7FA038000,"200,505",2.6,"$3,600",Oattwa,0.0,0.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,565.0
959,2019,honda,accord,touring,1HGCV2F92KA800684,"187,584",3.2,"$14,500",Oattwa,6439.0,0.0,6439.0,0.0,0.0,0.0,0.0,0.0,0.0,6439.0
960,2022,audi,q5,other,WA1EAAFY2N2111774,"102,977",3.7,"$25,800",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,2016,volkswagen,jetta,comfortline,3VW267AJ1GM266591,"308,744",1.9,$500,Oattwa,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,132.0
962,2021,tesla,model,other,5YJ3E1EBXMF975336,"167,672",3.0,"$17,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
963,2021,tesla,model,other,5YJ3E1EA4MF920680,"97,830",2.3,"$18,700",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,2020,tesla,model,other,5YJSA1E26LF365956,"93,348",4.1,"$38,700",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,2020,tesla,model,other,5YJ3E1EC6LF643627,"161,170",2.7,"$18,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
966,2023,nissan,qashqai,sv,JN1BJ1BWXPW109525,"15,984",3.8,"$18,600",Oattwa,8824.0,0.0,8824.0,0.0,0.0,0.0,0.0,0.0,0.0,8824.0
967,2020,nissan,rogue,sv,JN1BJ1CW3LW393346,"100,590",3.6,"$12,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
968,2023,nissan,rogue,sl,JN8BT3CB2PW214515,"34,039",4.8,"$24,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
969,2023,nissan,rogue,sl,JN8BT3CB8PW218262,"60,029",4.2,"$22,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,2024,nissan,sentra,sv,3N1AB8CV7RY300791,"25,356",4.2,"$17,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,2023,nissan,rogue,platinum,JN8BT3DD3PW313618,"24,771",4.3,"$25,700",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
972,2023,nissan,rogue,sl,JN8BT3CB6PW221256,"50,396",4.0,"$22,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,2023,nissan,rogue,sv,JN8BT3BB2PW211230,"25,727",4.7,"$23,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,2023,nissan,rogue,platinum,JN8BT3DD4PW323946,"20,246",4.8,"$26,700",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,2024,nissan,rogue,sv,JN8BT3BB9RW424923,"15,450",4.2,"$26,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,2023,nissan,rogue,sv,JN8BT3BB2PW223698,"32,280",4.0,"$21,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,2023,nissan,rogue,sv,JN8BT3BB4PW211424,"41,137",4.7,"$21,900",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
978,2023,nissan,rogue,platinum,JN8BT3DD5PW320263,"16,125",4.8,"$27,100",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979,2024,nissan,kicks,sv,3N1CP5CVXRL532338,"20,123",4.4,"$18,100",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
980,2024,nissan,rogue,s,JN8BT3AB2RW430337,"18,624",3.9,"$21,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
981,2023,nissan,rogue,platinum,JN8BT3DD9PW320671,"46,870",4.9,"$22,600",Oattwa,10912.0,0.0,10912.0,0.0,0.0,0.0,0.0,0.0,0.0,10912.0
982,2018,nissan,murano,sv,5N1AZ2MH5JN121239,"98,204",0.0,"$13,700",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
983,2020,nissan,murano,s,5N1AZ2AJ6LN102029,"159,184",0.0,"$11,300",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,2016,jeep,cherokee,sport,1C4PJMAS3GW169181,"133,968",0.0,"$7,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,2024,nissan,rogue,s,JN8BT3AB3RW170997,"39,964",0.0,"$21,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,2024,nissan,rogue,s,JN8BT3AB9RW439567,"21,843",0.0,"$22,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
987,2021,nissan,rogue,sv,5N1AT3BB7MC701887,"71,901",0.0,"$19,000",Oattwa,0.0,7448.28,7448.28,0.0,0.0,0.0,0.0,0.0,0.0,7448.28
988,2021,nissan,murano,sv,5N1AZ2BS9MC105995,"31,547",0.0,"$24,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,2023,mazda,cx 30,gs,3MVDMBCM4PM518604,"61,590",0.0,"$23,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,2023,mazda,mx 30,other,JM1DRACBXP0200016,"1,379",0.0,"$17,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,2022,mazda,cx 5,gs,JM3KFBCM6N0625776,"98,311",0.0,"$23,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,2022,mazda,cx 30,other,3MVDMBDL7NM404390,"82,506",0.0,"$21,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,2021,mazda,cx 5,gt,JM3KFBDM1M0423859,"52,553",0.0,"$24,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,2020,nissan,rogue,sv,5N1AT2MV5LC731101,"80,887",0.0,"$17,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
995,2015,nissan,frontier,pro 4x,1N6AD0EV6FN709229,"171,697",0.0,"$10,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
996,2021,ford,escape,sel,1FMCU9H61MUA42511,"102,498",3.7,"$13,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,2023,nissan,rogue,sv,JN8BT3BB8PW203990,"108,569",3.3,"$16,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,2021,chevrolet,equinox,ls,2GNAXSEV0M6140067,"120,838",3.4,"$13,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
999,2023,hyundai,tucson,luxury,KM8JCCA13PU086049,"147,290",3.5,"$20,300",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,2020,chevrolet,equinox,lt,2GNAXTEV8L6258162,"323,546",3.5,"$4,100",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,2019,subaru,outback,touring,4S4BSDDC5K3226787,"78,809",2.7,"$18,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,2023,chevrolet,equinox,lt,3GNAXUEG6PS164604,"216,816",2.2,"$10,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,2022,toyota,rav4,le,2T3B1RFV5NW293491,"53,430",2.9,"$26,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,2023,ford,transit,other,1FTBR3U88PKB29313,"107,019",1.7,"$33,750",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,2020,ford,super,other,1FDUF5HN0LDA01414,"248,213",4.0,"$22,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,2013,hyundai,genesis,other,KMHHT6KD9DU085279,"215,913",0.0,"$3,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,2004,chrysler,crossfire,other,1C3AN69L44X005399,"71,319",0.0,"$8,100",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,2018,ram,1500,other,1C6RR7GT0JS140827,"232,319",0.0,"$6,600",Oattwa,0.0,2079.0,2079.0,0.0,0.0,0.0,0.0,0.0,0.0,2079.0
1009,2017,land,rover,other,SALWR2FE4HA160279,"123,738",0.0,"$15,700",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,2024,toyota,rav4,xle,2T3R1RFV1RC411574,"65,507",0.0,"$32,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,2017,nissan,qashqai,sv,JN1BJ1CR7HW115552,"179,310",4.6,"$4,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,2022,ram,1500,warlock,1C6RR7LTXNS243619,"64,561",3.5,"$39,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,2024,maserati,granturismo,other,ZAMBMVBB0RX431236,"10,052",4.9,"$134,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,2024,jeep,grand,other,1C4RJHDG9R8916569,"44,291",3.9,"$47,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,2016,mercedes benz,gle,other,4JGDA2EBXGA792517,"110,611",0.0,"$20,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,2017,bmw,x1,xdrive28i,WBXHT3C3XH5F73798,"251,200",0.0,"$5,400",Oattwa,0.0,3452.1,3452.1,128.0,0.0,0.0,0.0,0.0,0.0,3580.1
1017,2018,chevrolet,cruze,premier,1G1BF5SM9J7206410,"176,098",0.0,"$6,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,2017,nissan,pathfinder,sl,5N1DR2MM1HC600421,"128,021",0.0,"$5,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,2019,mitsubishi,mirage,es,ML32A3HJ2KH003302,"160,783",0.0,"$3,900",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,2018,honda,cr v,other,2HKRW2H95JH134530,"191,895",3.6,"$14,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,2018,jaguar,xe,other,SAJAN4EV3JCP24588,"96,452",1.3,"$8,000",Oattwa,3493.0,0.0,3493.0,0.0,0.0,0.0,0.0,0.0,0.0,3493.0
1022,2024,audi,a5,komfort,WAUAACF54RA074287,"27,294",0.0,"$37,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,2016,toyota,rav4,se,2T3JFREV9GW470545,"273,587",0.0,"$9,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,2016,audi,q5,komfort,WA1C2AFP6GA144975,"174,861",0.0,"$6,700",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1025,2017,audi,a3,komfort,WAUB8GFF9H1058200,"86,689",0.0,"$12,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,2020,audi,q3,progressiv,WA1EECF34L1009299,"74,434",0.0,"$21,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,2020,ram,1500,rebel,1C6SRFLTXLN367302,"138,403",0.0,"$35,800",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,2013,acura,rdx,tech,5J8TB4H57DL801187,"159,311",0.0,"$6,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,2021,subaru,ascent,convenience,4S4WMAAD8M3429392,"74,617",0.0,"$24,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,2021,nissan,kicks,sr,3N1CP5DVXML553083,"90,247",0.0,"$13,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,2018,infiniti,q50,red sport,JN1FV7AR8JM480822,"98,421",0.0,"$10,800",Oattwa,43269.0,0.0,43269.0,0.0,0.0,0.0,0.0,0.0,0.0,43269.0
1032,2017,ford,explorer,limited,1FM5K8F86HGC96376,"125,432",0.0,"$13,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,2019,honda,cr v,other,2HKRW2H8XKH118557,"71,982",0.0,"$23,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,2018,mitsubishi,outlander,se,JA4J24A51JZ606558,"88,997",0.0,"$13,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,2022,ram,2500,limited,3C6UR5SJ9NG397583,"108,776",0.0,"$51,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,2018,hyundai,kona,trend,KM8K3CA52JU098241,"134,342",0.0,"$10,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1037,2023,toyota,camry,xse,4T1K61BK0PU080927,"38,248",0.0,"$33,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,2024,toyota,bz4x,le,JTMAAAAA4RA031581,"44,510",0.0,"$24,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,2022,toyota,corolla,xle,7MUDAABG8NV023616,"53,904",0.0,"$29,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,2022,toyota,corolla,le,5YFBPMBE9NP365312,"49,394",0.0,"$21,100",Oattwa,0.0,1740.83,1740.83,0.0,0.0,0.0,0.0,0.0,0.0,1740.83
1041,2024,toyota,gr,other,WZ1DB0G03RW065020,"19,807",0.0,"$65,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,2017,acura,mdx,nav pkg,5FRYD4H43HB503880,"178,092",0.0,"$10,800",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,2022,nissan,frontier,pro 4x,1N6ED1EK6NN620675,"131,203",0.0,"$32,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,2022,chrysler,pacifica,touring,2C4RC3BG7NR228150,"95,369",0.0,"$25,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,2024,subaru,impreza,rs,JF1GUHJC6R8854070,"5,601",0.0,"$29,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,2014,lexus,es,es,JTHBK1GG6E2150474,"265,161",0.0,"$7,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,2022,toyota,corolla,le,7MUCAABG3NV035250,"43,068",0.0,"$24,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,2022,lexus,rx,rx,2T2JZMDA5NC333081,"82,069",0.0,"$39,400",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,2022,ford,f 150,other,1FTFW1ED1NFB26480,"145,945",0.0,"$27,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,2019,ford,f 150,other,1FTEW1EP0KKC44612,"129,091",0.0,"$23,000",Oattwa,0.0,0.0,0.0,1229.0,0.0,0.0,0.0,0.0,0.0,1229.0
1051,2018,honda,cr v,other,2HKRW1H32JH002539,"217,377",0.0,"$11,400",Oattwa,3676.0,0.0,3676.0,0.0,0.0,0.0,0.0,0.0,0.0,3676.0
1052,2018,audi,sq5,progressiv,WA1A4AFY4J2031408,"100,972",0.0,"$15,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,2017,nissan,altima,other,1N4AL3AP1HN314978,"98,038",0.0,"$8,500",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1054,2017,gmc,sierra,other,3GTU2NEC4HG112710,"223,073",0.0,"$10,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,2015,honda,civic,lx,2HGFB2F40FH058920,"171,609",0.0,"$6,300",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1056,2023,chevrolet,equinox,lt,3GNAXUEG7PL123599,"53,727",0.0,"$21,800",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,2022,toyota,rav4,xle,2T3R1RFV9NC295681,"72,967",0.0,"$31,000",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,2016,chevrolet,spark,lt,KL8CD6SA6GC564831,"120,669",0.0,"$4,800",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1059,2017,ford,super,other,1FT7W2BT4HEE10427,"278,328",0.0,"$23,600",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,2020,cadillac,ct5,sport,1G6DU5RK7L0148497,"79,941",4.1,"$35,100",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,2016,kia,sedona,lx,KNDMB5C16G6118963,"194,291",2.5,"$5,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,2016,dodge,grand,other,2C4RDGBG5GR336614,"158,188",2.5,"$5,100",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,2017,ford,fusion,se,3FA6P0HD3HR319844,"165,694",3.7,"$5,600",Oattwa,7143.0,3639.05,10782.05,0.0,0.0,0.0,0.0,0.0,0.0,10782.05
1064,2022,ford,f 150,other,1FTEW1EP0NFA54452,"124,637",0.0,"$28,200",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1065,2019,volkswagen,jetta,other,3VWE57BU0KM264512,"72,892",2.2,"$13,700",Oattwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,2019,kia,soul,other,KNDJX3AE7K7039190,"96,695",2.6,"$8,000",Oattwa,3809.0,0.0,3809.0,0.0,0.0,0.0,0.0,0.0,0.0,3809.0
1067,2019,subaru,impreza,convenience,4S3GKAA63K3605519,"142,843",1.9,"$6,400",Oattwa,6005.0,0.0,6005.0,0.0,0.0,0.0,0.0,0.0,0.0,6005.0
